catalog,bare_valve_code,series,size,end_connection,num_empty,all_empty,empty_positions
butterfly,4020MP0268,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0269,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0270,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0271,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0272,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0273,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0274,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0275,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0276,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0277,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0278,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0279,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0280,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0281,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0282,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0283,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0284,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0285,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0286,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0287,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0288,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0289,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0290,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0291,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0292,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0293,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0294,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0295,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0296,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0297,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0298,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0299,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0300,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0301,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0302,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0303,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0304,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0305,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0306,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0307,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0308,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0309,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0310,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0311,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0312,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0313,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0314,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0315,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0316,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0317,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0318,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0319,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0320,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0321,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0322,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0323,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0324,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0325,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0326,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
butterfly,4020MP0327,4020M200,"8""","Flanged, FF ASME B16.5 Class 150 (Flat Face)",11,True,Double Acting (blank); Double Acting (alt 1) (blank); Double Acting (alt 2) (blank); Spring Return Fail-Close (blank); Spring Return Fail-Close (alt 1) (blank); Spring Return Fail-Close (alt 2) (blank); Spring Return Fail-Open (blank); Spring Return Fail-Open (alt 1) (blank); Spring Return Fail-Open (alt 2) (blank); Electrical (1) (blank); Electrical (2) (blank)
